"n.gram","n.size","G","cpr","dice","ll","f","freq_first_word","freq_last_word","rating"
"the·string·",2,8.5432,0.14473,0.00017297,36.966,173,1976066,1165,"T"
"ready·for·",2,9.8842,0.64737,0.001863,451.59,213,931,222363,"T"
"the·JMA·",2,5.6839,0.75585,0.000082989,140.71,104,1976066,108,"T"
"with·various·",2,10.658,0.27479,0.0030175,234.32,305,193898,8255,"F"
"to·kill·",2,12.554,0.80176,0.0025467,1900.2,587,590991,1145,"T"
"was·suspended·",2,8.955,0.64461,0.0010674,331.27,154,287981,563,"T"
"is·generally·",2,13.832,0.54224,0.0078847,2016,802,270267,5710,"F"
"of·the·site·",3,9.824,0.12523,0.00014147,0,139,966326,5221,"F"
"L·A·",2,10.415,0.72578,0.028746,567.94,153,3070,7575,"U"
"water·that·",2,-0.55029,0.021604,0.000067222,20.383,61,8652,110356,"F"
"at·a·point·",3,14.508,0.14303,0.00030841,0,71,125676,7401,"T"
"Medical·Center·",2,10.792,0.94407,0.094826,1150.5,197,880,3275,"T"
"loosely·based·on·",3,1.517,0.95659,0.00090709,0,65,327,200123,"U"
"a·dream·",2,9.2803,0.40241,0.00066956,229.83,188,557551,1027,"T"
"was·located·on·",3,1.3026,0.22658,0.00042837,0,71,287981,200123,"U"
"University·in·NUM·",3,18.854,0.098958,0.00058037,0,264,14053,1001604,"U"
"empress·dowager·",2,10.019,0.9941,0.31255,1717.7,147,1022,341,"T"
"in·schools·",2,7.7445,0.052326,0.00039126,4.4648,147,741837,4477,"U"
"the·joint·",2,8.7148,0.18715,0.00017599,27.724,196,1976066,1335,"U"
"of·legal·",2,8.9289,0.088741,0.00035064,12.487,170,966326,3319,"F"
"a·crucial·",2,8.5835,0.6046,0.00067009,328.97,187,557551,579,"F"
"was·taken·",2,11.81,0.54056,0.005626,1334.5,327,287981,5302,"T"
"a·fundamental·",2,8.1678,0.38601,0.00060512,194.39,169,557551,1019,"F"
"the·continent·",2,9.4867,0.52926,0.00030354,343.42,142,1976066,615,"T"
"a·field·",2,10.404,0.14972,0.0013157,138.85,224,557551,6421,"T"
"is·further·",2,9.2346,0.27385,0.001038,91.5,154,270267,3332,"U"
"with·either·",2,9.5882,0.22283,0.00074543,57.748,160,193898,1840,"F"
"a·stage·",2,8.0137,0.1216,0.00053788,25.919,151,557551,3912,"T"
"he·'·s·",3,-0.68006,0.225,0.00067918,0,413,142682,6894,"U"
"be·converted·",2,8.9899,0.69442,0.0027309,288.64,122,88310,1038,"U"
"ended·in·NUM·",3,17.43,0.2646,0.00023552,0,190,1598,1001604,"U"
"the·world·record·",3,15.175,0.22603,0.00020132,0,134,1976066,6148,"T"
"high·-·profile·",3,-5.2553,0.96917,0.00077724,0,161,12718,759,"T"
"for·their·own·",3,0,0,0,0,126,222363,10859,"F"
"term·for·",2,12.339,0.20585,0.0029569,255.25,258,8282,222363,"F"
"of·power·",2,12.613,0.11001,0.0014403,96.96,475,966326,11235,"U"
"of·physics·",2,9.5271,0.25803,0.00034317,107.95,145,966326,1125,"U"
"nothing·but·",2,9.8717,0.52174,0.0042428,301.31,123,1524,57399,"U"
"at·an·average·density·of·NUM·per·square·mile·",9,7.8466,0.99922,0.00077617,0,191,125676,1036,"T"
"choice·for·",2,8.6876,0.31899,0.0012837,171.1,145,1987,222363,"F"
"NUM·south·",2,7.4029,0.051464,0.00016928,2.0871,110,1001604,2621,"F"
"to·extend·",2,10.856,0.76482,0.0011562,785.84,205,590991,617,"T"
"exactly·NUM·",2,7.4763,0.40846,0.00029724,99.048,154,959,1001604,"U"
"this·idea·",2,8.9572,0.41736,0.0047767,394.99,208,83950,3139,"T"
"High·School·",2,15.97,0.99071,0.36473,12222,1354,3583,7181,"T"
"to·Singapore·",2,5.8031,0.16894,0.0002263,24.881,67,590991,1141,"T"
"responded·with·",2,8.1178,0.55745,0.0012734,234.46,132,857,193898,"T"
"short·stories·",2,11.936,0.92015,0.062048,1187.7,254,6009,2146,"T"
"up·NUM·",2,8.368,0.052331,0.00014349,1.7547,275,17693,1001604,"F"
"the·Sultan·",2,8.9666,0.35844,0.00019021,113.94,187,1976066,700,"T"
"NUM·%·are·",3,13.759,0.2207,0.0004824,0,182,1001604,106340,"F"
"to·avoid·",2,13.233,0.90706,0.0047345,4067.6,935,590991,1676,"U"
"even·though·",2,17.312,0.95043,0.11856,5071.9,632,11730,1036,"T"
"the·rebels·",2,10.576,0.51226,0.00029949,323.82,282,1976066,637,"T"
"a·vast·",2,9.3057,0.57649,0.00097028,417.56,271,557551,1049,"F"
"a·law·",2,9.7171,0.13659,0.0011546,47.757,326,557551,8869,"T"
"are·called·",2,14.922,0.4523,0.013149,1392.6,703,106340,10019,"T"
"without·an·",2,8.7402,0.18643,0.0023456,78.982,135,8710,106400,"F"
"to·Saint·",2,7.5426,0.1534,0.00043426,23.039,129,590991,3119,"F"
"his·works·",2,0,0,0,1.7372,267,0,1186,"T"
"Sri·Lankan·",2,6.6797,0.9964,0.25714,1123.4,126,846,134,"T"
"a·vote·",2,9.2191,0.27299,0.00079377,200.9,161,557551,1803,"T"
"to·the·local·",3,-2.32,0.095408,0.00016187,0,139,590991,9105,"F"
"the·conservative·",2,10.055,0.26532,0.00029837,132.45,300,1976066,1355,"F"
"mountain·range·",2,10.049,0.875,0.041906,622.39,138,1514,4929,"T"
"Civil·War·",2,11.82,0.9949,0.1782,7100.2,184,1721,11489,"U"
"to·grow·",2,11.972,0.79454,0.0014601,1012.9,348,590991,750,"T"
"was·the·NUM·",3,-3.8756,0.0046494,0.00026457,0,296,287981,1001604,"F"
"slightly·less·",2,7.6801,0.69685,0.01626,169.56,78,1696,3007,"U"
"for·NUM·hours·",3,15.911,0.35214,0.0003203,0,135,222363,3022,"U"
"the·rear·",2,10.49,0.44989,0.00026405,196.47,236,1976066,518,"T"
"on·the·southern·",3,2.4227,0.494,0.00022155,0,161,200123,3941,"U"
"to·eat·",2,9.7646,0.71986,0.00066615,390.04,197,590991,470,"T"
"the·corresponding·",2,11.308,0.43254,0.00040766,364.42,404,1976066,1051,"U"
"is·an·important·",3,16.515,0.4686,0.0027897,0,358,270267,8322,"F"
"the·animal·",2,8.3901,0.17205,0.00009409,12.483,270,1976066,1182,"T"
"wouldn·'·t·",3,-3.7872,0.99542,0.00086709,0,196,69,8734,"U"
"an·incident·",2,8.6186,0.55118,0.002611,274.82,141,106400,1605,"T"
"the·revised·",2,7.874,0.23722,0.00011737,44.614,118,1976066,595,"U"
"to·NUM·m·",3,5.9809,0.24784,0.00024226,0,138,590991,4840,"F"
"the·mother·",2,9.7109,0.15348,0.00045539,21.656,275,1976066,4647,"T"
"a·closed·",2,11.547,0.5762,0.00072026,366.66,202,557551,583,"F"
"also·awarded·",2,6.1641,0.39388,0.0015569,69.246,69,72055,2453,"F"
"to·around·NUM·",3,9.9761,0.18068,0.00024456,0,137,590991,1001604,"U"
"of·population·",2,7.7231,0.014203,0.00033357,70.847,163,966326,10970,"F"
"shut·down·",2,10.332,0.96418,0.028658,471,321,126,5138,"T"
"in·half·",2,6.5031,0.043444,0.00024382,5.5204,128,741837,4612,"F"
"the·liquid·",2,7.001,0.17093,0.000071834,5.2014,161,1976066,369,"T"
"the·internal·",2,10.784,0.22992,0.0003852,124.55,381,1976066,2108,"U"
"to·express·",2,11.767,0.83906,0.0010213,799.33,303,590991,421,"T"
"to·NUM·-·NUM·",4,22.926,0.033389,0.00048951,0,203,590991,1001604,"F"
"an·exception·",2,6.9628,0.76786,0.0026381,308.66,142,106400,1253,"T"
"ISO·NUM·",2,8.0458,0.51201,0.00036524,264.02,189,480,1001604,"U"
"groups·are·",2,10.417,0.21905,0.0039115,263.16,220,6148,106340,"F"
"of·animal·",2,9.2199,0.25503,0.00021094,58.82,113,966326,773,"F"
"commonly·known·as·",3,5.636,0.85808,0.0047265,0,262,3325,205653,"T"
"tool·for·",2,8.8441,0.52845,0.0011471,237.23,128,812,222363,"F"
"as·of·NUM·",3,2.0031,0.0075896,0.00039474,0,1030,205653,1001604,"T"
"the·Life·",2,7.5569,0.12191,0.00012339,5.3047,125,1976066,1338,"T"
"France·'·s·",3,-8.2356,0.31053,0.0018562,0,292,8087,81513,"U"
"an·extended·",2,12.35,0.89084,0.0052949,901.32,286,106400,873,"F"
"as·having·",2,14.326,0.39307,0.0059468,841.32,371,205653,7909,"U"
"NUM·matches·",2,12.156,0.43727,0.0012039,802.19,319,1001604,1767,"T"
"as·well·as·the·NUM·",5,-2.5305,0.034455,0.000097295,0,59,33825,1001604,"F"
"also·directed·",2,8.1877,0.53872,0.0013732,101.79,74,72055,1909,"F"
"the·revolt·",2,8.5217,0.2886,0.00017098,78.171,159,1976066,766,"T"
"to·the·northern·",3,7.2103,0.12458,0.000094511,0,80,590991,4084,"F"
"a·guest·",2,10.111,0.7693,0.0005127,323.16,168,557551,279,"T"
"be·opened·",2,8.3766,0.54991,0.001446,95.301,65,88310,1596,"T"
"is·required·",2,11.933,0.51618,0.0033894,779.15,222,270267,2936,"T"
"also·NUM·",2,10.088,0.019356,0.00092953,1116.8,176,72055,1001604,"F"
"in·the·media·",3,2.7875,0.20396,0.00017967,0,163,741837,3724,"T"
"his·experience·",2,0,0,0,1.7372,90,0,2330,"T"
"available·as·",2,9.8199,0.2294,0.0019612,131.55,142,6465,205653,"U"
"Women·'·s·",3,-8.3413,0.93937,0.0026127,0,536,957,81513,"U"
"a·title·",2,8.9296,0.095676,0.00087851,32.08,248,557551,7041,"U"
"the·finnish·",2,9.9594,0.45567,0.00029136,229.68,290,1976066,847,"F"
"Long·Beach·",2,10.211,0.96361,0.12624,845.83,135,1135,988,"T"
"of·the·deceased·",3,0.42882,0.2459,0.000026508,0,59,966326,166,"U"
"the·celtics·",2,6.9364,0.54665,0.00013763,189.1,134,1976066,226,"U"
"NUM·London·",2,5.9709,0.036524,0.00021237,32.317,128,1001604,6081,"F"
"was·formally·",2,9.5362,0.59521,0.0015836,409.14,229,287981,1226,"F"
"live·-·action·",3,7.8436,0.98307,0.00091486,0,125,2498,4219,"T"
"day·NUM·",2,8.6177,0.050311,0.00041806,71.46,228,12603,1001604,"T"
"in·the·presidential·",3,6.0624,0.089138,0.000067283,0,60,741837,1968,"U"
"to·a·number·of·",4,10.249,0.06921,0.00034869,0,186,590991,966326,"F"
"per·hour·",2,8.484,0.86826,0.043297,819.4,181,6696,1711,"T"
"the·player·",2,14.217,0.3411,0.0016152,891.06,1404,1976066,6294,"T"
"Act·of·NUM·",3,1.1427,0.46456,0.00062876,0,490,2611,1001604,"U"
"a·useful·",2,8.0868,0.29752,0.00055116,138.23,154,557551,1268,"F"
"a·lengthy·",2,8.3006,0.7713,0.00053779,339.29,150,557551,292,"U"
"the·apparent·",2,7.6496,0.17129,0.00017196,38.992,170,1976066,1129,"F"
"to·install·",2,8.3191,0.78752,0.00049727,358.22,147,590991,239,"U"
"in·german·",2,9.1997,0.077312,0.00082508,7.0039,314,741837,9603,"T"
"above·sea·level·",3,4.2768,0.84584,0.054481,0,305,3608,7310,"T"
"done·with·",2,8.2936,0.258,0.0013425,127.82,132,2757,193898,"F"
"talk·show·",2,10.293,0.81354,0.038419,555.51,117,571,4895,"T"
"has·NUM·",2,14.142,0.11023,0.0053372,51.198,1846,65252,1001604,"F"
"responsible·for·",2,14.751,0.96146,0.019556,8409.8,411,2527,222363,"T"
"aircraft·were·",2,10.723,0.29637,0.0046151,314.26,234,5525,90681,"F"
"north·-·south·",3,2.2881,0.91788,0.0010011,0,236,3716,2621,"T"
"to·represent·",2,13.829,0.87108,0.0025536,1946,321,590991,1105,"T"
"General·Assembly·",2,11.852,0.97071,0.089031,1826.6,215,6284,1219,"T"
"his·command·",2,0,0,0,1.7372,153,0,2685,"U"
"the·United·States·",3,0.62119,0.84475,0.01617,0,2304,1976066,14230,"T"
"it·was·released·",3,-6.0887,0.48251,0.0033208,0,146,125578,10140,"T"
"to·London·",2,10.148,0.22244,0.0013064,156.98,390,590991,6081,"U"
"to·exist·",2,12.203,0.66776,0.0011756,596.96,259,590991,1068,"T"
"making·them·",2,11.014,0.67734,0.017362,574.51,219,6070,19158,"T"
"areas·that·",2,9.4829,0.32739,0.0039407,135.64,125,6587,50763,"F"
"of·the·past·",3,0.99467,0.15106,0.000099856,0,179,966326,1858,"U"
"the·bodies·",2,8.7249,0.16929,0.00016182,13.947,73,1976066,1480,"U"
"there·are·a·number·of·",5,14.696,0.56954,0.00058485,0,201,26609,966326,"U"
"the·N·",2,9.0594,0.13668,0.00019816,7.8014,127,1976066,2133,"F"
"a·distinctive·",2,8.3347,0.52062,0.00066271,274.45,185,557551,764,"F"
"is·increased·",2,7.0601,0.20803,0.00056412,30.169,79,270267,2723,"U"
"Gliese·NUM·",2,6.1803,0.93956,0.00030746,410.74,156,166,1001604,"F"
"countries·for·",2,6.2222,0.05814,0.00057579,2.7333,66,6889,222363,"F"
"an·ancient·",2,10.331,0.68864,0.0067643,732.32,369,106400,4181,"F"
"it·was·clear·",3,0.44472,0.50812,0.00056285,0,78,125578,2183,"U"
"to·complete·",2,13.901,0.83159,0.0021388,1629.8,370,590991,925,"T"
"relationships·between·",2,9.4503,0.75528,0.009485,486.99,141,1047,28684,"T"
"a·NUM·ERA·",3,-0.62621,0.89699,0.00027317,0,71,557551,301,"U"
"at·the·top·",3,6.0052,0.18441,0.00010678,0,186,125676,2420,"T"
"food·for·",2,8.5894,0.17604,0.0011209,68.297,126,4243,222363,"U"
"by·John·",2,13.47,0.30423,0.0061569,711.99,641,197397,10823,"T"
"Route·NUM·",2,11.212,0.92658,0.0015161,1794.9,312,951,1001604,"T"
"the·throne·",2,12.6,0.72142,0.0012681,2030.5,269,1976066,1739,"T"
"committed·suicide·",2,11.819,0.9936,0.17319,903.09,250,195,1133,"U"
"Hitler·'·s·",3,0.38958,0.73504,0.0016844,0,289,1522,81513,"U"
"at·war·",2,7.2895,0.097494,0.0018111,29.96,127,125676,12363,"T"
"order·passeriformes·",2,-9.2424,0.00095877,0.00019775,4.203,62,10052,62,"T"
"the·return·",2,11.277,0.20666,0.00052547,145,215,1976066,3115,"T"
"he·was·elected·",3,5.4404,0.62031,0.0041332,0,285,142682,4106,"T"
"to·carry·out·",3,6.444,0.83127,0.001236,0,252,590991,16998,"T"
"the·nose·",2,8.1696,0.39402,0.00013458,96.753,133,1976066,428,"T"
"of·the·sea·",3,8.5873,0.13706,0.00014359,0,141,966326,3399,"T"
"Cape·Town·",2,11.312,0.98649,0.14189,1181.7,189,1107,1557,"T"
"of·forest·",2,6.949,0.088152,0.00015296,10.369,75,966326,1237,"F"
"occurred·in·NUM·",3,18.061,0.29689,0.00019771,0,141,1504,1001604,"U"
"the·central·government·",3,3.1945,0.50367,0.00023572,0,158,1976066,16814,"T"
"NUM·words·",2,8.1169,0.17578,0.00035418,10.525,177,1001604,3522,"T"
"of·various·",2,12.37,0.15795,0.0015165,232.29,739,966326,8255,"F"
"the·technical·",2,8.9,0.16827,0.00018811,23.713,184,1976066,1536,"F"
"as·a·single·",3,-1.4206,0.43261,0.0012826,0,292,205653,8643,"U"
"the·voice·",2,10.33,0.23104,0.00030233,71.841,142,1976066,1929,"T"
"of·chinese·",2,11.699,0.14485,0.0011266,155.51,473,966326,6474,"U"
"remains·were·",2,11.48,0.70754,0.0025633,327.34,125,609,90681,"U"
"legislative·assembly·",2,11.397,0.94473,0.17669,1539.5,77,1112,1582,"T"
"less·common·",2,9.9921,0.80867,0.022232,441.29,143,3007,8418,"T"
"television·show·",2,9.9977,0.45077,0.031536,571.5,182,4935,4895,"T"
"composed·of·",2,12.58,0.69493,0.0025827,2248,254,2414,966326,"T"
"the·horizon·",2,7.8143,0.48125,0.0001356,134.79,126,1976066,317,"T"
"by·the·number·of·",4,10.563,0.064298,0.000077249,0,61,197397,966326,"F"
"NUM·-·inch·",3,14.054,0.83136,0.00063365,0,334,1001604,632,"U"
"a·NUM·-·time·",4,3.4288,0.17162,0.00035831,0,66,557551,36554,"T"
"of·use·",2,8.7878,0.033025,0.00033541,81.094,168,966326,11592,"T"
"the·spanish·",2,13.634,0.47787,0.0013226,1220.1,803,1976066,3304,"T"
"to·enable·",2,10.278,0.80588,0.00096035,689.47,284,590991,463,"T"
"a·line·of·",3,12.093,0.086467,0.00028574,0,146,557551,966326,"F"
"has·contributed·",2,8.8687,0.68043,0.0022245,225.32,73,65252,381,"U"
"very·long·",2,8.8225,0.57368,0.012008,264.85,131,10954,8367,"T"
"of·late·",2,5.86,0.032502,0.00019104,59.88,132,966326,7279,"T"
"Cup·NUM·",2,7.3758,0.041254,0.00039454,7.869,131,7178,1001604,"U"
"number·-·NUM·",3,16.106,0.0947,0.00046907,0,219,18821,1001604,"U"
"was·spread·out·with·NUM·%·under·the·age·",9,7.532,0.99587,0.00051972,0,204,287981,8752,"F"
"the·NUM·Census·",3,1.967,0.31426,0.00016821,0,167,1976066,747,"T"
"in·space·",2,9.8299,0.12124,0.00079779,64.252,297,741837,5229,"T"
"a·polish·",2,8.3247,0.26945,0.00058262,98.767,164,557551,1989,"F"
"in·the·New·",3,9.216,0.11002,0.00060839,0,356,741837,18843,"F"
"the·elder·",2,8.0346,0.57975,0.00012447,135.43,152,1976066,265,"T"
"the·spacecraft·",2,10.005,0.36112,0.00029137,249.89,287,1976066,783,"T"
"vice·president·",2,9.4257,0.60897,0.095853,1470.4,186,1092,4333,"T"
"quantum·mechanics·",2,11.456,0.94094,0.29446,2246.5,125,1298,794,"T"
"succeeded·him·",2,9.4154,0.86404,0.010329,470.01,131,836,23561,"T"
"early·career·",2,10.247,0.47521,0.021763,711.73,273,15701,9388,"T"
"in·World·War·I·",4,13.631,0.24657,0.00066025,0,127,741837,6194,"T"
"the·fish·",2,8.2178,0.16889,0.00013046,2.8426,129,1976066,1598,"T"
"of·NUM·of·",3,6.034,0.0081219,0.00069012,0,257,966326,966326,"F"
"is·a·village·in·the·administrative·district·of·Gmina·",9,8.8038,0.99685,0.00060289,0,303,270267,405,"U"
"the·population·density·was·NUM·people·per·square·mile·",9,10.859,0.99825,0.00051157,0,188,1976066,1036,"T"
"the·color·",2,10.683,0.18276,0.00033964,58.039,251,1976066,2477,"T"
"State·Route·NUM·",3,10.686,0.85566,0.00050264,0,169,6118,1001604,"T"
"of·the·northern·",3,9.1344,0.1357,0.00014967,0,137,966326,4084,"F"
"the·growing·",2,10.835,0.23788,0.00043573,161.9,438,1976066,2204,"U"
"the·space·",2,10.973,0.12953,0.00044516,8.2029,287,1976066,5229,"U"
"groups·that·",2,10.497,0.36321,0.0047442,188.27,144,6148,50763,"F"
"the·opera·",2,10.24,0.24813,0.00033375,153.11,268,1976066,1482,"T"
"most·successful·",2,13.106,0.88383,0.048032,2339.5,144,21554,4262,"T"
"as·NUM·%·",3,12.355,0.14005,0.00032896,0,136,205653,23891,"F"
"by·saying·",2,12.145,0.54506,0.0024735,394.95,146,197397,2322,"F"
"are·associated·with·",3,-3.264,0.29113,0.0017479,0,177,106340,193898,"T"
"in·the·national·",3,8.372,0.084152,0.00015073,0,137,741837,8851,"U"
"a·story·",2,9.8493,0.16106,0.0012367,160.35,348,557551,5236,"T"
"by·U·S·",3,13.503,0.10614,0.0020609,0,153,197397,13768,"U"
"was·responsible·for·",3,12.496,0.54663,0.0021701,0,229,287981,222363,"T"
"high·temperatures·",2,9.1213,0.63066,0.017988,486.95,126,12718,1291,"T"
"are·currently·",2,11.916,0.61974,0.0076165,794.64,352,106340,5260,"U"
"Army·Air·",2,9.9052,0.61562,0.029854,529.26,145,4999,4715,"F"
"NUM·based·on·",3,-6.0553,0.067121,0.00060432,0,201,1001604,200123,"F"
"a·football·",2,8.8059,0.12127,0.00079541,39.675,224,557551,5683,"T"
"by·having·",2,10.798,0.17085,0.0019288,97.787,198,197397,7909,"F"
"the·running·",2,9.6963,0.33388,0.000058696,38.059,148,1976066,208,"U"
"shortly·thereafter·",2,8.8832,0.99608,0.17836,1792.6,272,2220,830,"T"
"x·NUM·",2,9.654,0.22362,0.00053397,130.8,371,2200,1001604,"F"
"to·reveal·",2,9.7973,0.78163,0.00053443,359.3,158,590991,292,"T"
"the·measurement·",2,7.241,0.21111,0.000087018,22.729,86,1976066,545,"T"
"the·Illinois·",2,7.6343,0.17031,0.00013251,11.87,131,1976066,1208,"F"
"the·reverse·",2,7.684,0.36507,0.000076909,46.268,204,1976066,255,"T"
"NUM·tonnes·",2,7.4706,0.92459,0.00057489,737.01,191,1001604,325,"T"
"in·the·hands·of·",4,8.2158,0.58054,0.00022356,0,127,741837,966326,"U"
"his·name·",2,0,0,0,1.7372,581,0,16374,"T"
"however·if·",2,10.25,0.32919,0.0077147,208.95,163,25006,17251,"U"
"relationship·with·",2,13.843,0.78912,0.010655,2798.8,422,3194,193898,"F"
"the·break·",2,7.9559,0.18166,0.0001042,12.939,103,1976066,871,"T"
"was·released·in·NMONTH·NUM·",5,7.4327,0.31099,0.00076104,0,362,287981,1001604,"T"
"the·second·round·",3,7.8122,0.6589,0.0005919,0,143,1976066,4062,"T"
"the·following·day·",3,5.3168,0.82473,0.00057059,0,387,1976066,12603,"T"
"in·the·long·",3,2.9653,0.094754,0.00019697,0,187,741837,8367,"F"
"of·his·life·",3,0,0,0,0,402,966326,14585,"T"
"with·small·",2,8.2533,0.093259,0.0015471,35.814,158,193898,10357,"F"
"NUM·the·next·",3,-3.3767,0.01005,0.00003116,0,126,1001604,6910,"F"
"NUM·-·NUM·in·NUM·",5,16.424,0.0075111,0.0001151,0,268,1001604,1001604,"F"
"to·finish·",2,11.847,0.81574,0.0012374,895.98,290,590991,587,"T"
"of·common·",2,7.521,0.04776,0.00032829,32.664,153,966326,8418,"U"
"heavy·water·",2,8.8273,0.45972,0.01621,302.22,95,3069,8652,"T"
"of·the·lake·",3,8.1211,0.37467,0.00014166,0,139,966326,1191,"F"
"Armed·Forces·",2,9.6786,0.99507,0.53247,2162.8,197,384,181,"T"
"program·that·",2,10.991,0.3832,0.0050986,211.12,167,6115,50763,"F"
"the·NUM·Summer·Olympics·",4,-0.34378,0.94586,0.0012465,0,367,1976066,2108,"T"
"in·a·NUM·-·NUM·victory·",6,8.6145,0.43556,0.0003288,0,191,741837,3275,"U"
"record·that·",2,1.5152,0.021101,0.0002839,1.8014,93,6148,50763,"T"
"scored·NUM·goals·in·NUM·",5,13.713,0.30838,0.00019261,0,147,3127,1001604,"U"
"the·Wehrmacht·",2,6.8446,0.59038,0.00012751,167.16,126,1976066,221,"T"
"of·human·",2,13.643,0.23873,0.0018758,601.52,792,966326,6035,"F"
"NUM·dollars·",2,9.2051,0.67422,0.00070631,570.36,288,1001604,787,"T"
"is·highly·",2,9.2656,0.35953,0.0020645,355.71,282,270267,2928,"F"
"now·known·as·",3,-2.973,0.73524,0.0061168,0,280,13159,205653,"T"
"an·active·",2,11.803,0.73707,0.0093385,1235,446,106400,3468,"F"
"an·underground·",2,9.8677,0.72496,0.0027618,391.99,152,106400,778,"U"
"by·Paul·",2,10.458,0.27218,0.001996,198.23,201,197397,4007,"U"
"in·NUM·also·",3,18.58,0.0084646,0.00011567,0,138,741837,72055,"F"
"to·retrieve·",2,7.335,0.83833,0.00038907,311.38,115,590991,155,"T"
"of·the·southern·",3,9.1161,0.12747,0.00016801,0,155,966326,3941,"F"
"has·NUM·children·",3,13.876,0.551,0.0003434,0,123,65252,7698,"T"
"selected·for·",2,11.608,0.44745,0.0024016,504.73,143,1651,222363,"U"
"adults·are·",2,7.2992,0.25,0.0011198,108.47,60,820,106340,"F"
"the·tale·",2,8.2214,0.34235,0.00014874,104.46,147,1976066,482,"U"
"was·fought·",2,9.7593,0.50781,0.00092874,266.19,134,287981,582,"U"
"White·NUM·%·african·American·NUM·%·native·American·",9,10.666,0.99079,0.00061265,0,139,2872,5923,"F"
"almost·entirely·",2,11.106,0.95339,0.06291,1060.5,216,5204,1663,"T"
"looking·at·",2,10.599,0.62532,0.0035433,539.18,147,1325,125676,"U"
"to·the·Royal·",3,7.7545,0.19518,0.00014819,0,127,590991,3982,"F"
"reasons·for·",2,10.934,0.55875,0.0027563,586.66,137,1849,222363,"U"
"in·California·",2,10.163,0.15309,0.0010373,183.47,387,741837,4318,"T"
"a·fire·",2,10.555,0.26701,0.0011728,231.33,329,557551,3476,"T"
"has·ever·",2,8.843,0.35504,0.0049277,291.71,171,65252,4151,"F"
"relationship·between·",2,13.299,0.87016,0.045737,2883,195,3194,28684,"F"
"of·japanese·",2,11.139,0.12137,0.0009636,75.434,469,966326,7109,"U"
"as·early·as·NUM·",4,3.3955,0.39013,0.00029959,0,370,205653,1001604,"T"
"was·published·",2,14.746,0.57799,0.0089284,2547.5,265,287981,5912,"T"
"a·national·",2,12.888,0.30974,0.0032945,727.59,658,557551,8851,"F"
"is·as·follows·",3,3.4764,0.46585,0.0012346,0,126,270267,2081,"U"
"in·the·future·",3,7.0542,0.54231,0.00041369,0,431,741837,1520,"T"
"his·grandfather·",2,0,0,0,1.7372,215,0,713,"T"
"the·value·",2,12.552,0.24448,0.00074147,269.23,204,1976066,3796,"T"
"the·circumstances·",2,8.0992,0.2501,0.00014467,38.148,141,1976066,889,"T"
"stem·cells·",2,9.7737,0.88647,0.063312,563.81,105,487,2514,"T"
"to·treat·",2,10.675,0.838,0.0011396,945.65,259,590991,425,"T"
"African·Americans·",2,9.5887,0.6942,0.10615,866.24,144,1043,1689,"T"
"the·shortest·",2,7.1339,0.80655,0.00012751,205.28,126,1976066,175,"F"
"of·the·Philippines·",3,1.1496,0.55695,0.00024461,0,242,966326,1091,"T"
"to·supply·",2,11.996,0.85649,0.00067311,508.48,200,590991,296,"T"
"urban·planning·",2,9.2793,0.82798,0.045839,347.34,67,2083,753,"U"
"of·information·",2,11.956,0.15409,0.00093648,128.45,456,966326,5396,"T"
"in·NMONTH·NUM·while·",4,17.005,0.14986,0.00019494,0,139,741837,24405,"F"
"an·extensive·",2,11.105,0.82396,0.0071928,1082.8,389,106400,1764,"F"
"a·month·later·",3,5.7126,0.80074,0.00088063,0,171,557551,21676,"T"
"in·large·numbers·",3,11.605,0.37679,0.00031244,0,79,741837,3941,"T"
"NUM·%·of·those·under·age·NUM·and·NUM·",9,5.7158,0.8495,0.00030989,0,166,1001604,1001604,"F"
"NUM·official·",2,6.7062,0.042016,0.00022466,7.6435,209,1001604,1631,"U"
"the·clock·",2,8.6892,0.3642,0.00016895,71.661,167,1976066,795,"T"
"for·this·purpose·",3,0.81135,0.8518,0.0015945,0,164,222363,2240,"T"
"Center·for·",2,12.613,0.58164,0.0044053,899.44,278,3275,222363,"U"
"Trinity·College·",2,10.144,0.93622,0.046622,732.16,128,438,5053,"T"
"New·Mexico·",2,10.435,0.91676,0.038119,1612.4,341,18843,2721,"T"
"for·NUM·",2,18.083,0.10107,0.013461,7.3417,2904,222363,1001604,"F"
"allowing·for·",2,10.223,0.37587,0.0015679,226.74,176,2142,222363,"U"
"closely·related·",2,13.286,0.98572,0.19464,2705,150,1542,2938,"T"
"per·unit·",2,9.4,0.77872,0.027627,504.11,137,6696,3222,"T"
"functions·as·",2,7.6362,0.25607,0.00081733,61.938,133,2341,205653,"U"
"NUM·visitors·",2,8.1325,0.29895,0.00029324,94.596,152,1001604,974,"T"
"the·mission·",2,11.333,0.23867,0.00045898,182.36,287,1976066,2230,"U"
"the·opposite·",2,11.784,0.53691,0.00038748,434.44,232,1976066,268,"T"
"the·line·",2,14.468,0.22357,0.0015496,447.06,1503,1976066,8993,"T"
"NUM·troops·",2,8.8906,0.1302,0.00043761,20.848,222,1001604,3851,"T"
"NUM·like·",2,3.9939,0.011085,0.000066986,319.57,139,1001604,13538,"F"
"short·of·",2,8.9554,0.083696,0.00048954,3.7903,198,6009,966326,"F"
